ID,ProfileName,Date,Review,Rating,Helpful,Colour
R22UQ6KG8RF4UR,Jaimin Patel,03-03-22,Super quality,5,0,Black
R1B8KZHMWM1B99,Madduri Sivasanka rao,28-10-21,Best sound quality,5,0,Black
R3OV7DUWX4542,navnath dawkhar,07-12-21,"Super service,and good quality products",5,0,Black
RIDIQ0M3LNRHQ,Abhishek Tarte,13-06-21,Best product,5,0,Black
RYDEK0AH975CI,Vamsi Varma N,12-09-21,Worth the price of 899.,5,0,Blue
R16ZBX41J6TU8D,Madhumay,17-04-21,Value for money,5,0,Black
R38Q24K7G9G8MC,Mevada Dixit Pravinbhai,11-02-22,Nice,5,0,Black
R3HXP20F415YSR,Sai,08-11-21,good!,5,0,Blue
R1EE4WH5W0JTFF,Rahul N.,26-02-21,Awesome,5,0,Blue
R2Z1LDZBA22RW0,Ekta Choudhary,14-10-21,It's really nice product. Most importantly very affordable nd worthy,5,0,Blue
R2WJ89FMT1YKTR,Ajay Rajyaguru,26-01-21,This device for home use is best,5,0,Black
R1RA3K3RR9JTG2,Asheesh Kumar,14-02-22,Super,5,0,Red
R2YN2IECXT2CCH,Lalithkishore,19-12-21,Amazing product,5,0,Black
R3VICW839U8X7U,Aditya Kothari,18-01-21,Superb,5,0,Blue
R27ZWR3W43ZL5S,Atul,13-10-21,Best product in 800,5,0,Black
R2VBSHC0SLJ03A,Abhishek Anand,07-03-21,Suitable,5,0,Black
R3OZYH5585NQ5O,Suresh J.,13-03-21,Value of money,5,0,Blue
R28YODLK7E1987,Sheela Raj,22-10-21,Nice,5,0,Black
R6Q5FCAILPCCX,md amzad,20-01-22,Battery 🔋 not working properly,5,0,Blue
R2Y0WTM10ZMEZO,Rajesh Kumar,01-03-21,Weldon,5,0,Black
R1QVERTD6WI6WM,Abir roy,09-02-22,Thank you,5,0,Red
R1C6L3UHIYLHG8,Sayanti Ghosh,02-01-22,Awesome,5,0,Blue
R1386ON1AZZLBJ,Elumalai,31-12-21,Speker,5,0,Black
ROMUV3J5B5X1L,Jitendra thakral,06-11-21,Superb,5,0,Black
R1TVGDXP4CLR51,Pavan Kumar Goparaju,09-02-21,Good value for money,5,0,Blue
R195HJQ1ZIUC3L,Salomi Corriea,19-11-21,Good sound quality 👍🏻,5,0,Black
R1281UMP3TPYVQ,Gaurav,24-11-21,Good one.,5,0,Black
RCIYMDL08EKU1,Kalyan,03-04-21,Nice product,5,0,Red
R3AI99KNR0P2LA,raman k.,21-01-21,Value of money,5,0,Black
R511XGPNW1JD3,Ankit gupta,29-04-21,Awesome,5,0,Black
R1XRN3AEDSA65F,sanket phanse,07-11-21,Nice,5,0,Blue
R14IY3HRZN3MZ4,lokesh,08-03-22,Superb,5,0,Red
R28XA6VDY7QOMS,Harshitha,31-01-21,Very nice music quality. Zero complaint so far and seems like worth the amount spent...,5,0,Black
R3FJL8H7NJQW,Sonatan Karmkar,23-03-21,Suppe,5,0,Black
R3DX86UYACQ9UW,Narayan sahu,14-11-21,Nice sound battery 10h play,5,0,Black
R2MV89F5B7M13V,Sukanta ghosh,19-03-21,good,5,0,Red
RLRLV7INW0ACQ,jaya prakash,29-04-21,Super,5,0,Red
R3PIT3DQKNZF6Z,Pradeep.k,14-02-22,Good,5,0,Black
RPEB7O6V6V2BB,jakkula Pradeep Kumar,12-11-21,Very good,5,0,Blue
R15ERDBZMJ5N6G,Abhishek,03-02-21,i am loving this,5,0,Black
R2VTXOBU55E9K4,Dharmendra kumar,05-02-22,Good product,5,0,Blue
R2ZSZ9GRSKHKZ1,Manish Anil Basantwani,22-04-21,Best,5,0,Black
R3OSSZLCHX8MIZ,Dharmendra kumar,17-02-22,Sound quality,5,0,Black
RNQQSB6QPA3KU,Amazon Customer,21-12-21,Good,5,0,Blue
RMTGEHBJYDIRK,Bharat singh,22-12-21,Excellent,5,0,Blue
R3PJDYC907X44B,vinod,08-01-22,Good sound,5,0,Blue
R1GJ6G3NHTATUI,Akash Paira,07-01-22,Nice,5,0,Black
R2K67M95FJJEUL,TAPAS KUMAR MOHANTY,24-12-21,Good,5,0,Blue
R3PYYKL65DLOEM,Siddhrajsinh vashi,29-01-21,Paisa vasool,5,0,Black
R2ZCZQUFIYEKAB,chandrakant keshav shinde,21-01-21,Very very good the Delivery,5,0,Black
R23L9E4ZIRCN27,Naresh B,25-12-20,It's perfect portable device,5,0,Blue
RYV5HXOXK3UGJ,Mohd ibrahim,07-01-22,so nice outstanding,5,0,Blue
R1CXAV4A48EV2G,Nishu kumari,01-11-21,nice,5,0,Black
R14OCZEPWP63ER,SRAVANTHI,21-11-21,Super,5,0,Red
R23CGDP77QGHP5,Srikrishna Bera,08-02-22,Very good,5,0,Black
RH1A1I2791GO4,Dipak goyal,01-01-22,Op,5,0,Black
R46Y2D3OLGB25,Md Belal,08-01-21,Mast,5,0,Blue
RP1SLR45S1B6R,Nitin Kumar,08-01-22,Very nice,5,0,Red
RXHX9WM82B7NG,Mukesh dudi,05-01-22,Sound quality is best...,5,0,Black
R1F7POISQPEVTF,Ujjual Jacob,14-02-22,"Just mind blowing , loved it",5,0,Black
R3EE1327IU1Z56,goulienkhuol,07-03-22,Good quality,5,0,Black
R2H71ADAVUOLSH,Shatrudhan singh,27-11-21,Great,5,0,Black
RY7H7WBFKSVU8,Sunil,12-09-21,Very nice product in good price,5,0,Blue
R3QJL91MT1T7HD,Mukesh,12-10-21,Nice product,5,0,Blue
R3EKV1994QEQGP,durga prasad yadav,28-10-21,Sound,5,0,Red
RFI432Y7U0XNS,tapan nandi,20-03-21,nie,5,0,Blue
R33IXX2QC5EPI9,Robin singh,14-09-21,Awesome,5,0,Red
R1V44UAZKZ55U6,Nirali solanki,11-09-21,Amazing products,5,0,Blue
R3JGXR91NFOAK4,krish,14-10-21,GOOD PRODUCT,5,0,Blue
RW85Q72SRHF6U,Rahul Uttam,16-03-21,Nice,5,0,Red
R26J8DFPKNIGL9,Sagarbabu,15-10-21,Thanks to amazon,5,0,Red
R242ZZP4WDTILU,Hitlar,27-09-21,Supar,5,0,Red
R1QXJZOEHH7RV,Debajyoti Dutta,22-08-21,Better,5,0,Red
R39ZHCHG6QOE0F,Rohit,06-09-21,👌,5,0,Blue
R1HOK16KAWLU4P,Subhankar Banerjee,01-02-21,Boat Stone 180,5,0,Red
R12CTWCSDMUCEY,Anuvob,30-03-21,Value for money,5,0,Black
R38E9X2SHB184S,Vamsi,23-01-21,Awesome,5,0,Black
R1JLGROGY975VQ,Padma,27-01-21,Worth it ♥️,5,0,Black
R23MD0R92VT8KB,Jefferson Chingtham,31-01-21,Good product,5,0,Black
R30DAK7INTRXR5,Bhushan Hate,22-10-21,Awesome @ affordable price. 10 /10.,5,0,Black
R3EC861JTWTP0W,Parth katle,17-12-21,Never try full volume it's terrific,5,0,Blue
R2RMGH320FX5F4,Koushik Belel,22-11-21,It's Good,5,0,Black
R1EV943C2ETQLY,Sam parmar,15-11-21,Great product,5,0,Blue
R6M3KXB15K0T3,Amazon Customer,05-03-22,Best in this price range.,5,0,Red
RF1Y5ZIM5EHLX,Manish,10-10-21,Best product,5,0,Black
R1I53X68KY51X8,Samiksha,08-02-22,nice,5,0,Black
R1ASUZVVB6RN1H,Rajan,10-06-21,Worth a product,5,0,Black
R16QFERJA7PHMK,Sujata Das,22-10-21,Must but WoW products,5,0,Black
RTVGAVGQJV2PF,Ankit,02-02-22,The sound is clear and loud output waterproof also. 5 hours battery packup,5,0,Blue
R14D0OXOGC50I8,vijay,26-12-20,"Value for money only for music,not for calls",4,15,Blue
R2R5S6L4SKL5CN,Siddhesh Thukrul,05-01-21,Very Good Sound quality with Rs.999,4,15,Blue
R1I79K3SDGYVGK,Padmini Singh,27-01-21,Light weight.. good looking and superb sound quality,4,5,Red
R2JAW6N6QMDHWW,Sneha Kashyap,25-03-21,Great product for a prize of 999 only.,4,4,Blue
R2OV0PONP3W3U2,Sainathreddy,25-12-20,Excellent product..only problem is Specker turns off automatically when not using for 5 mins,4,4,Black
R1Y7CFFHKA4JM9,Sreehari U,27-12-20,A good BT speaker @ this price,4,3,Blue
R24L8TRQBQS9UH,Amazon Customer,01-04-21,Good.. but check for calling..,4,3,Black
R1RKZGGPZQT6TN,Sarath p.,05-09-21,Loved it ❤️,4,2,Blue
R1DKYERFN0NYIR,Tarun Ravindran,07-11-21,Its not so big and good for personal use,4,1,Red
R15JPBAHB50RK6,Amazon Customer,05-11-21,Not for Bass,4,1,Blue
R6HDBC4PT2BBA,C S Venkataraman,10-10-21,Good product,4,1,Blue
R3D6CBJW7T4I9Z,Paroms,27-01-22,Good for the price,4,0,Blue
R3HJOOVE6UT0O6,Geetika Mahajan,25-02-22,Good product but level of sound can be improved,4,0,Blue
R1TKILIMML5E6,Syed Faraz Ahmed,21-11-21,Good Product could have been better,4,0,Black
R2YCR85NX30K7Z,rajeev ranjan akela,08-11-21,"It is best for 10*10ft room, but for open space it is not much audible.",4,0,Blue
R23KA8XBD4BYSB,Alok Kumar Gangwar,01-11-21,Good product with discounted price,4,0,Blue
R3PNHPQN3Y3DX2,SAIF KHAN AHMED,29-12-21,BEST SPEAKER 🔊,4,0,Blue
R1OJEP4IKTFGR2,Shahbaz,22-10-21,Lovely Bass,4,0,Black
R2X66OTZTCQH17,Shivam Varshney,07-11-21,Boat Sinked,4,0,Black
RYIIVNNVHEHGZ,Vinay Singh Kharayat,19-12-21,On average it's worth the money for ₹700.,4,0,Blue
R10RHNIUESS8X9,Priyanka S,10-03-21,Works great,4,0,Black
RGL1POKRYD9I3,JAB,23-01-22,Good product,4,0,Red
R2863RGUZ857QY,Mothi.R,10-09-21,The Sound was low,4,0,Black
RMLP7KBU8G33K,susantadeb sinha,03-12-21,Ok at that price,4,0,Blue
R17OG2NQES0OZW,Sagar pravinbhai kansara,20-11-21,Value for money and overall very nice product quality 👌,4,0,Red
RI2FMJC541YSW,Shruti,30-08-21,It's awesome 👌 little bit bass is low.,4,0,Red
R1K9CPAGTI1MR4,Pranav R Kamat,18-11-21,Decent budget speaker,4,0,Red
R3PAVW6F3BI3A2,B.kavitha,12-11-21,Good.,4,0,Red
R2RNWXLW20TVZV,Suparna Bhattacharya,19-10-21,Best bluetooth speaker,4,0,Blue
R2CYFJTGGL39HH,Abhishek,01-02-22,Sound Quality,4,0,Red
R11AIQHQA14IMB,Kanika,10-01-22,Suggestions for Boat Ceo,4,0,Black
R2UKY5P1JOYOON,Shubham Mittal,06-03-21,Nice product!,4,0,Black
R1YKBEKNC9B1H0,Jeya Bala Sankar,21-01-22,"Good, I have bought it for online class to connect with Desktop and it works vide bluetooth",4,0,Black
RAJAZENC0SW3U,Amazon Customer,14-02-22,Compact size with good sound quality,4,0,Black
R1RN6Z28DKX4VD,PRASENJIT ADHIKARY,28-11-21,Sound good,4,0,Red
RSM03O3RCKD4Y,Harshit saxena,02-02-22,Good sound quality....👍👍,4,0,Blue
R38FRS5T1TXMGG,ABBAS ZAKI,25-01-22,Boat is really good for basic use,4,0,Blue
R81SN95OMHPXE,Jhankar Banarjee,23-11-21,Review,4,0,Blue
REDD07O33NZZS,Shobhit Srivastava,25-11-21,Good Product,4,0,Blue
R2LGOP77K4DV3L,Arvind gupta,10-04-21,Having very heavy baas quality,4,0,Red
R2IBJK8HR6EFLR,Saniya,21-11-21,"Great product, great price",4,0,Black
R54A4BMD2QWLV,Sharon Thomas,14-07-21,Battery sucks,4,0,Black
R3SILPO86TN0L3,Pranjal Ardey,20-03-21,compact speaker,4,0,Black
R29W3IEKD62L2J,Digvijay Singh,05-11-21,Awesome,4,0,Black
R1F76TQK6NNZK0,Amazon Customer,04-02-22,Good looking and portable but the quality is not much.,4,0,Blue
R37EPYDQE4H8LR,sivabalan,11-04-21,Good try,4,0,Black
RAQPOZ375QFZN,Ranjeet Doltade,17-01-22,Value for money,4,0,Red
R3QZMXEAOWXD2A,Chetan Bahuguna,24-05-21,Okay okay ...,4,0,Red
R3LOSSF1IG9SD4,Sandeep Dey,30-01-22,A Decent product at this price,4,0,Black
R1M2P70MH0CGMI,Kali Manjhi,20-01-22,It's is absulately Good and more comfortable for carry in any where I like very much this Device,4,0,Red
R3ACRJEHNHEPQP,Sivaraman,14-11-21,Genuine product for 799,4,0,Blue
R24I2783RUSLFA,Pankaj Panday,15-11-21,Can say good product in this budget,4,0,Black
R3VJ6346PIZXOZ,Purendra tripathi,08-12-21,Item quality,4,0,Black
R3P3BZRA88SVXA,Babu Mondal,09-11-21,Awesome Sound Quality at this price point,4,0,Red
R3I4IXC7YT97VI,Anshika T.,13-02-22,Good,4,0,Black
R1VVH5RA4F0UAG,vinush v.,02-09-21,Good one..,4,0,Blue
R3JURENL9BDZGI,Naveen,30-10-21,Product ok,4,0,Black
RWHSYLGP3UEDA,Amazon Customer,14-12-21,Nice products,4,0,Blue
R2NMXDTOP9YPNU,shubham modak,03-06-21,Its only for home use. Don't use it outdoor..,4,0,Red
R155XT9I0X1RAY,AJEET KUMAR,03-02-22,Good product,4,0,Blue
R3QJQ3GXGQDFYG,K S DEB,15-03-21,Darun,4,0,Black
R2KC1SFZ5TIQ5T,Priti Gupta,19-12-21,Average product,4,0,Blue
R2W4HU5TU060TC,shougaijam omesh singh,08-02-22,Best quality sound under Rs 1000,4,0,Black
R1DUBQTGQYAVJF,ashish,24-12-21,Good product,4,0,Red
R3OS8WOHHLTHM8,mohammed ameen,21-11-21,For money worth it....i'll love it..,4,0,Red
R13RC87CA6VGCJ,Edwin BJ,30-01-21,Decent portable speaker,4,0,Black
R259YC354QUYTF,shashank singh,17-02-22,Good product,4,0,Red
R1ZDGOE7OLF5DO,Jamil hassan,03-12-21,Good quality,4,0,Blue
R28NWZD1ASOJB8,SANTOSH KUMAR,24-01-22,This is contiusly discounted to phone,4,0,Blue
R23EUOCQAWDF19,Lalit Papnoi,07-11-21,Light weight,4,0,Red
R2VH81EAQTAL2N,Amazon Customer,23-09-21,Value of money,4,0,Blue
R1ANOQQVFD9G9N,Babul Mondal,24-12-21,good products,4,0,Black
RU15Z4LUUY67D,Sayyid fayas,26-08-21,Value for money,4,0,Blue
R1Z73CG7FHFXDX,Prakash K,24-12-21,Good,4,0,Black
R2ZU1WMY9NDSQF,Raj Kumar,11-02-22,Too good.,4,0,Black
R3TLR1K7EC3Y0T,sandeep kumar singh,20-11-21,Good,4,0,Black
REWXHL8X1158K,Subhangnee,30-12-21,Good quality product I am satisfied with product  all features are good and nice working,4,0,Blue
R1OX50A3OZKWDV,Sunil B.,18-11-21,Good quality,4,0,Blue
R1ONEN4F2ITU54,GTS,28-10-21,"Compact, adequate sound, poor bass quality",4,0,Blue
R1KFQBZGXG52AR,Amazon Customer,18-09-21,Worth of money,4,0,Black
RIOVJFEG8J6IJ,Malhar,20-02-22,Average sound quality,4,0,Black
R22REOGB82IJ9Y,Brij Bhushan Sharma,28-12-21,Good and fits in Budget also,4,0,Red
R2TVB6WM5G5G52,Atharva Pradhan,03-06-21,Sounds Good,4,0,Red
R14CZ91HHWJKUK,Devendra salode,07-03-22,Nice,4,0,Black
R2NJX0EGBHBR8B,Amazon Customer,02-02-21,Good,4,0,Black
R3G32AKV18TRLY,sourav dalui.,28-11-21,nice,4,0,Blue
R1HNL847B35U25,pradeep,06-11-21,Boat,4,0,Red
R26PVPRMWOCKM7,Suhel M Naikwadi,01-01-22,Love the speaker 🔊,4,0,Blue
R12K3ESZ1NR7UE,Vipan Kumar,08-12-21,Good product,4,0,Black
ROK6STUNL3U42,Harsh,14-11-21,"Battery life should be more , otherwise product is good",4,0,Blue
R281X2UEA5GI6J,prakriti dutta mukherjee,27-02-21,"Not the colour shown in picture, the face is a bright postbox red and the body an orangish colour",4,0,Red
R16CD4W9E0AQ3X,Arshad Usmani,01-01-22,Good,4,0,Black
R2M5RIRMLY2D5Y,Aravind,17-06-21,Nice,4,0,Blue
R33Q9ZKVKPJR2T,Deep sarkar,12-10-21,Good product,4,0,Blue
R2JS6G5W13N0CN,Prajwal,29-12-21,Overall good product,4,0,Red
R30D2MKXXKBAT5,Anurag mishra,18-11-21,Nice,4,0,Black
R3K2296OYFVOE9,Arnab Ghosh,11-12-21,Good one.,4,0,Blue
R3KWDGRWIZX5IM,SANDIP BAKRANIA,06-11-21,Flipkart serv8se is good,4,0,Blue
RVNTRYZXJXOHR,Vaishnov,07-11-21,Easy to carry,4,0,Red
R3DX54OYJ5W2KV,Damanpreet singh,16-03-21,Buy this for compact design and good sound quality,4,0,Red
R22078I3YQT36S,balwant raj,09-01-22,Good,4,0,Blue
R145MO50JW4D5Z,Bala,02-01-22,Nice,4,0,Black
R2JPU2Z7FZ4IOI,Amit jain,24-08-21,Soft 🎼🎵🎶 And Clear🔈🔉🔊🔊🔊 Sounds.,4,0,Red
R298O43V204ND,kiruthika,03-02-21,Satisfied,4,0,Red
R1P7V2O3WWULT8,Akbar,13-01-22,Good,4,0,Black
R1B1S9IXAQX5MM,Amazon Customer,27-03-21,Good one,4,0,Blue
R268H5QPKG6Y7Y,Ankit Raj,18-01-21,It's a brand boat warranty and all so can be acceptable,4,0,Black
R7TX90SLR3Z9H,Lincy.P.I,18-03-21,Worthy,4,0,Blue
R19Q7PSTII5LZ6,Shalem Pagare,23-11-21,Review,4,0,Black
R33UY6A6YJI9V7,poonamsingh,06-09-21,Sound is good excellent battery life and good to carry,4,0,Blue
RP0KSJ429GUS7,Chithra,16-06-21,Good,4,0,Black
R2G40HZO2YWNY9,SKB,17-01-21,Poor bass,4,0,Red
R36PZAFYVCI6IS,D Samaya Muthu,16-11-21,Good product,4,0,Blue
R1L9DYMGOJJPUH,BISWAJIT BARICK,25-10-21,Good product,4,0,Blue
RBPJWWV1XI1PF,Ashwini Vinayachandran,06-11-21,Amazing product,4,0,Black
R1RP8CRHJ77ATG,Srujani Rath,16-10-21,Noice,4,0,Black
R3J2AE88CABKYB,Shiva singh tomar,27-06-21,Look is fine,4,0,Red
R426IF4K5V6KX,nilesh landge,18-11-21,Sound quality,4,0,Blue
R22OLP6VU85RS2,Kadamanchi ajay,15-06-21,Good,4,0,Black
R2LHKB6R3J93UX,Zeeshan shaikh,07-09-21,PRODUCT QUALITY IS GOOD BUT SOUN IS VERY LOW,4,0,Red
R1AZBQC12MLLGZ,Arindam Banerjee,20-10-21,Boat stone 180,4,0,Blue
R8UOUXIRIYHBQ,Maulik H Soni,13-11-21,No bass,4,0,Blue
RR7VWLP51C8Z7,Guru Shyam,23-03-21,Good one for low budget,4,0,Red
R121EFPC3IUKBE,pv phaneswararao,23-10-21,Sound very clear and quality,4,0,Black
R369YOH59X4FWP,suraj pardale,25-09-21,sound,4,0,Blue
R28SRHN9E2SWRY,Munwarali,20-10-21,NICE SOUND QUALITY,4,0,Black
R2HED1RZHMZ4AL,gohil rajesh,02-03-22,Bass,4,0,Black
R17YE05146JCPW,Sumianshad,11-10-21,Best quality but knot is not best,4,0,Red
R2EM0B3DDWA0AD,k manisha reddy,31-03-21,recommended product,4,0,Black
RDOWF16G4Z8N2,Reetu,19-12-21,Nice,4,0,Blue
RCD9TA47TUYKN,Lohit bhowmik,14-02-22,Ok ok product,4,0,Black
R17E9YL5IG20A,Janardhan,20-10-21,Now sound is coming need to proper setup,4,0,Black
R2SOUV603J71CZ,Rohit,25-10-21,Charging issue,4,0,Black
R251R8NQRWSVT3,Hanzala khan,14-11-21,Battery life is really appreciable.,4,0,Black
R31SVYLJDO659R,Amazon Customer,25-11-21,Good,4,0,Red
RAMKS3V3HHR3D,Manjula.h,14-01-22,Very good product👌  worth the money,4,0,Black
R26IKKCS3R2589,Mansigurung,26-11-21,value for money,4,0,Black
R24LUKIQHHR6RI,Hemant Dixit,26-10-21,Nice product,4,0,Black
R12FVM4JGFBTEQ,vijay chauhan,12-02-22,Average,4,0,Blue
R3FE31PFD0XUH3,Rajamouli,10-11-21,Ok 👌 Done buy it 😊 trust me small one,4,0,Blue
R9459P0MCBOU4,sksiddikullah,22-01-22,It’s original colour.....  It’s too bright red....It's not looking so good.....,4,0,Red
R29X9XK4RFD1ZH,Anil Kumar,02-03-22,Overall is good,4,0,Black
R1LEA0WCWNMNHO,SAUMYA DESHMUKH,11-02-22,Nice,4,0,Blue
RELRNRX7YP9MG,Syed,27-01-21,Worth cost,4,0,Black
R2IQL9EKTASA8O,Jackson,18-12-21,All,4,0,Blue
R28YD8EEW8WPF9,Narjina Yasmin 1,30-01-21,Good Product,4,0,Black
R29QX8GRBYEODD,Ekta vijay singh,08-04-21,Nice question,4,0,Black
R2JTEJ9N0XD23G,B Lakshminarayanan,09-01-22,Useful one,4,0,Blue
R27CJW7Z60UP5N,Vaibhav Barnwal,21-01-22,"It's very nice product ,sounds quality is awesome..",4,0,Blue
RII0CE9859E2W,abhishek d.,22-04-21,Best,4,0,Red
R3SS5YYIA8UZW5,Satish,15-01-22,Nice,4,0,Black
R3C1IXU43W40AY,Namita,26-03-21,Value for money,4,0,Black
R1KW0VJYS2H2NV,rocky shahi,01-02-22,Good sound quality,4,0,Red
RCP794VVXCGKT,Rehan Ayubi,05-01-21,Awesome,4,0,Black
R3T87DCE8BYJT7,divya,14-12-21,Justifies for this price..  its compact for my son online class..,4,0,Red
R3I99ME6RHTUTR,Amazon Customer,04-12-21,Ya good  value of money,4,0,Black
RSBKSIVQCF83N,Selvaraj,26-11-21,Very nice,4,0,Blue
RSMNLZDFV3SYS,Ravi pareek,28-01-22,Bass and treble dono ek saath nhi aate hain,4,0,Black
R198W4RU606XW0,Srishti sinha,01-03-22,Sound iss too good,4,0,Black
R25DRVHW3FGAS7,laxman,30-10-21,thread of the speaker already cutted and came with like this.,4,0,Black
R1WT1TMD7B8A2R,Manisha dhruve,02-02-22,Good,4,0,Black
R1BZNRVDSHX0VF,Virz,10-10-21,"Value for money , good sound in Single room",4,0,Black
RMJZI9BE9LZXL,Pallavi Ranjan,14-12-21,Love 😍 it ❤️❤️,4,0,Black
R2BY5HRBGMZTP3,hemlata,11-01-21,Excellent,4,0,Red
R3ED0DOO8CHY5I,Monika Shinde Todkar,12-12-21,Good nice I like easy to carry,4,0,Red
R2OE8PABR8MPPE,Harishkumarmahawar,11-11-21,Good,4,0,Black
R1VRKJ2FFDC1XU,sivakrishna,21-03-21,Good product,4,0,Blue
RT5THBJPSRRKM,Srinivas Sri,02-11-21,bass,4,0,Black
R2OLOGFC07PS0O,Prince,23-10-21,Its good and become amazing if it provides good battery  backup,4,0,Red
R1XKF9ZB6GB9YR,Krishna,12-09-21,Good,4,0,Blue
R1UA3EYPG3S7O5,Mahi,18-08-21,Nice,4,0,Blue
R378H38D6LM0RQ,A.Fakkeerudheen,19-11-21,good quality speaker,4,0,Black
R1C8602QYSVQ1J,Bhavaniprasad,20-11-21,Superb,4,0,Red
R3AS89LN0O9NCL,Harshvardhan,24-10-21,Good,4,0,Blue
RCLLXXDJIUWM6,harshvardhan,17-02-22,Awesome,4,0,Blue
R1SN3188HF90O3,Diwas Pandey,22-03-21,Okey sound,4,0,Red
R9II4CZIBVQ4W,Nandakumar SA,06-01-22,Not Good.But Ok,4,0,Black
R1UDQHE1GGDMM7,chandru,11-11-21,Boston  Stone sound vera level🔊😍,4,0,Blue
R1T0YMT67KFNZ7,Panneer selvam,03-01-22,Super,4,0,Black
RY1D9YDMLNAET,suman,13-10-21,Its an only one most reasonable product for these price I said simply if want this please go for it,4,0,Blue
R1BVR3SFERQJ16,Anil T Pawara,28-11-21,Nice,4,0,Blue
R34S6LL5ZZTEC9,k.naveen kumar,26-02-21,Super 🔥🔥,4,0,Black
R1ZR54M0T24IY5,Ram Prasad,02-01-22,Battery quality good,4,0,Blue
R1XDKJ9FV3VJW3,Theresa,20-01-22,Nyc,4,0,Red
R3V3447NCU2UJA,Dolly Singh,07-11-21,Good product,4,0,Red
RJXHH8NMPTN3A,Sujal badsar,11-11-21,This products  is really good in this price,4,0,Black
R18BA1HNEZQP6P,Amit Das,15-02-21,Quality,4,0,Blue
R8J7JG07H9ZLJ,B.Sarath krishna,18-10-21,It's  good product,4,0,Black
R23Z62ME6XSX64,Vasudev,15-10-21,Super product,4,0,Black
RMQROJLWWDRT2,Faraz ahmed,11-09-21,Value for money 💰,4,0,Blue
R25LDRT8VVHP7O,Vijaya,03-01-21,Nothing,4,0,Blue
R2LVLNUMBWNA9B,Tarun Garg,18-12-21,Overall it's good,4,0,Blue
R2AXQA8KDPHG4Y,Rahul,31-01-22,"Value for money,i ordered it for Rs799",4,0,Red
R1BVZD8BW6F2HJ,sharad kachhi,09-03-22,sound and battery,4,0,Black
R29WMRUYJEBXPL,Rahul,10-10-21,Amazing product,4,0,Red
R1OM9LVKM29A1C,Rohit Kumar,18-10-21,Battery is not charging upto 100% .it is upto 90%,4,0,Blue
RR1FTO2OYH6U1,Neetu,13-10-21,"Good product , nice sound quality",4,0,Black
R9SH8JL4LISGM,Amy,21-11-21,Good for a small speaker,4,0,Red
R1PB5LHXEH3YK0,Mitali D.,23-01-22,"Sound good,  battery life not as promised",3,1,Blue
R21KJF4OJ6JGQ4,Dhinesh Sridhar,15-10-21,10 hours is a lie in,3,1,Red
R19C7681SC5DPF,Raghuphathi,08-10-21,For 799 this item is best,3,1,Black
R1BTAF3QIZ0CEK,frankleen seeralan,16-09-21,Small and loud!,3,1,Red
R36A3FOX1XBPBZ,CHANDAN,04-10-21,slow sound volume........ everyone will feel like there phone speaker volume higher than speaker,3,1,Black
R1MELD49AI35SC,Guna,12-10-21,Battery issue.,3,1,Red
R2VPXWTGHR0KAR,m  Sai manikanta,02-10-21,It had delivered within 16 hours so fast. It helps to listen online classes,3,1,Black
R1K74RER9Y22FQ,SHIVAM MISHRA,12-09-21,Weak Battery,3,1,Blue
RYIU8NRHHD7AU,Shubham,11-10-21,Battery life,3,1,Black
R26J47O5JQ02T3,Amazon Customer,07-03-22,Not compatible with MS Teams,3,0,Black
R2OSBIYLZCULQO,Palash,18-10-21,Average Quality Product!,3,0,Black
RS7ZJL892NFQX,Arun ,06-02-22,Disappointing product. Failure in battery. Didn't last even for 2 hours after full charge.,3,0,Blue
R1WJY9AI0YDMFH,Shahid,27-01-22,To low sound,3,0,Blue
R273ORJVJYZ83W,Mohammed Shakir MK,25-11-21,Sound quality is very basic,3,0,Black
R2ZCIEE9NPX2U5,swetha ,20-02-22,Too costly,3,0,Red
R3O5TVNWVMSSOS,Deepak Gupta,28-12-21,"when you want to change the sound by equaliser, it has no effect on the sound.",3,0,Black
R1D874ET9TSHJO,Tushar,02-11-21,An average product by boat,3,0,Blue
RT7EGDW2M6NO3,Vaibhav,27-01-22,Unable to connect to windows 7 even if bt drivers are installed.. I had to use aux cable..,3,0,Red
RVQLMIGK2Q46W,deshpande,27-02-22,overall good for this price..,3,0,Red
R298CA6FEN99HI,sakshi s,17-01-22,Product is good but Bluetooth connection has issuess,3,0,Red
R1KSAHF1H37K4N,Sidharth,14-11-21,It's okay for the budget,3,0,Blue
R3QTEO4WU0PS7U,Selva Kp,09-12-21,It's a ok product,3,0,Blue
RC3VV8KVQM2M3,Priyanshu kashyap,07-10-21,Good,3,0,Blue
R3H540Q1EVOOZW,Naveen Fernando,05-03-22,Battery life is not as promised.,3,0,Black
R2NKTMRUK3EXKZ,mohamed sali,10-02-21,sound good,3,0,Black
R9G1GIN9O29RM,Mann Saxena,09-10-21,There is minimum Audio clarity,3,0,Red
RFL7GU46AOCVW,Amazon Customer,02-09-21,Got a used product.,3,0,Red
RFD64QNPV33G4,Rupal mishra,15-11-21,Ok ok product,3,0,Black
R3FSAHUAWMJL7M,Amazon Customer,24-12-21,Need to improve voice level,3,0,Black
R5ZVAIDRZGCZZ,Amit Kumar kushwaha,07-02-22,Over all is good portable speaker.,3,0,Blue
RKHLCSBQ52BHK,Rakshu,30-01-21,Good for price.  Battery back up is less & auto disconnecting sometimes,3,0,Black
